,n_atoms,sd_plus_yes,sd_minus_yes,mean_yes,sd_plus_no,sd_minus_no,mean_no
0,1,0.027012119874192005,0.023993911162184946,0.025503015518188475,0.0196692418068581,0.018334727385646784,0.019001984596252443
1,2,0.03501364863568594,0.026591089599787687,0.030802369117736816,0.030096045332451575,0.028108462495307213,0.029102253913879394
2,3,0.038145855382371543,0.027060720011305217,0.03260328769683838,0.03362875173191698,0.026781080268815448,0.030204916000366212
3,4,0.030831622008928,0.027970648880354228,0.029401135444641114,0.032052709881792846,0.027551410372723757,0.0298020601272583
4,5,0.03351673563342798,0.029089503685419668,0.031303119659423825,0.03395003481586218,0.028256662648127075,0.031103348731994628
5,6,0.04839293516282092,0.028212766283712276,0.0383028507232666,0.039134767759452474,0.029470512163032883,0.03430263996124268
6,7,0.03793463863899745,0.026471660952066992,0.032203149795532224,0.032076576540724135,0.02832767646525731,0.03020212650299072
7,8,0.03682871339357935,0.029377408051122794,0.03310306072235107,0.030353305826102118,0.028651573171700615,0.029502439498901366
8,9,0.033197492508552195,0.030208355040886283,0.03170292377471924,0.033116303063844034,0.029689683340574913,0.031402993202209475
9,10,0.033547674721259316,0.030655349189263145,0.03210151195526123,0.032493366181522564,0.0295128689411581,0.031003117561340332
10,11,0.037115303037962205,0.030690082551637406,0.03390269279479981,0.03212177838046548,0.03028414164822104,0.03120296001434326
11,12,0.03397922187521421,0.032226947253203755,0.03310308456420898,0.03183580170537574,0.030570261374458247,0.031203031539916992
12,13,0.03746226036038532,0.030943224792812925,0.034202742576599124,0.033203290476099226,0.031002642141088277,0.03210296630859375
13,14,0.03838056333416484,0.03262540094500996,0.0355029821395874,0.042551130743670264,0.026655869988751614,0.03460350036621094
14,15,0.036566827159974405,0.03343892349615353,0.03500287532806397,0.03352591360831208,0.031880504238367614,0.032703208923339847
15,16,0.03465192860794636,0.03275439196395305,0.033703160285949704,0.03419740510467279,0.031208678955996157,0.03270304203033447
16,17,0.03676649171785597,0.03323925893827197,0.03500287532806397,0.03495520529680707,0.03245130600995563,0.03370325565338135
17,18,0.039102706592756664,0.0345032599752365,0.03680298328399658,0.03589850517102449,0.033909167329585856,0.03490383625030517
18,19,0.04218029422173803,0.03462586956610377,0.0384030818939209,0.03599234642383087,0.03441432891491425,0.03520333766937256
19,20,0.04007699229896902,0.036329677317730194,0.03820333480834961,0.037470362401230174,0.03393590667225615,0.03570313453674316
20,21,0.04055394137055489,0.03705025708525565,0.03880209922790527,0.03951805410726181,0.03548947991983781,0.03750376701354981
21,22,0.038302698820444576,0.03690219810643531,0.03760244846343994,0.03875694490686023,0.0350501038907472,0.03690352439880371
22,23,0.03891955934436334,0.03788636602489936,0.03840296268463135,0.03835310315477737,0.03665333414685837,0.03750321865081787
23,24,0.04009760633858646,0.038108742080603,0.03910317420959473,0.04047063866062771,0.03693653068141331,0.03870358467102051
24,25,0.042721749651854074,0.03848457206445452,0.0406031608581543,0.039955225937321454,0.03745146656756136,0.03870334625244141
25,26,0.043301435438497446,0.03910560992588244,0.04120352268218994,0.03982031895327357,0.038186663850071155,0.03900349140167236
26,27,0.043917296281424996,0.039489104399116993,0.041703200340270995,0.0414944027041667,0.038512625875545214,0.040003514289855956
27,28,0.049782005650959776,0.03882449497465057,0.04430325031280517,0.04460891503569575,0.038199245746164595,0.04140408039093017
28,29,0.04605480853534841,0.04055336292766429,0.04330408573150635,0.043340823291310636,0.0400687245144755,0.041704773902893066
29,30,0.04740586245941612,0.042599535337214736,0.04500269889831543,0.0449943838434865,0.03981358429616194,0.04240398406982422
30,31,0.046100096731686226,0.04370603081653155,0.04490306377410889,0.04355615310833076,0.041051686476019825,0.04230391979217529
31,32,0.04686251426646946,0.04454397415210964,0.04570324420928955,0.044820538203052436,0.04318681653327568,0.04400367736816406
32,33,0.048628114505177025,0.045579649166697975,0.0471038818359375,0.04544704243887009,0.043761131312960964,0.04460408687591553
33,34,0.04990967636713784,0.046897803491260596,0.04840373992919922,0.052099690277736886,0.04170881764157464,0.046904253959655764
34,35,0.05221155452814124,0.0459966821661947,0.04910411834716797,0.053340653589146976,0.0436676223965708,0.04850413799285889
35,36,0.049947320402146694,0.048060883104323035,0.049004101753234865,0.049202668954505605,0.046405994604454354,0.04780433177947998
36,37,0.0525731685758234,0.048435103595197114,0.05050413608551026,0.04927468816645012,0.04653348405950202,0.04790408611297607
37,38,0.05286380637739617,0.05054467331315558,0.051704239845275876,0.04987197349949741,0.04673733283595181,0.04830465316772461
38,39,0.06886027465302069,0.04854890694182794,0.058704590797424315,0.05505977561550285,0.04894866058750008,0.052004218101501465
39,40,0.05556185521102292,0.05224392138504642,0.05390288829803467,0.05133994468197769,0.04906860939517075,0.05020427703857422
40,41,0.05854424747297779,0.05346599308183178,0.056005120277404785,0.05272360870376762,0.05088581016525094,0.05180470943450928
41,42,0.05755414291102149,0.05465546325963281,0.05610480308532715,0.05783017889437843,0.05037952645840478,0.054104852676391604
42,43,0.07030956504190225,0.053101661230680754,0.061705613136291505,0.05757053504855428,0.05303975929348674,0.05530514717102051
43,44,0.06169657599310996,0.058112527018975,0.05990455150604248,0.05731830794953286,0.05389213363982261,0.05560522079467774
44,45,0.061099080747176966,0.05911085158009354,0.060104966163635254,0.05811036652499432,0.055099071798980284,0.0566047191619873
45,46,0.06634347205886283,0.060666301195531694,0.06350488662719726,0.06550891752737376,0.0557014191578069,0.06060516834259033
46,47,0.07190078070547667,0.06171032616708191,0.0668055534362793,0.06575487237166232,0.06265589613724883,0.06420538425445557
47,48,0.06849643902921514,0.06551444811678096,0.06700544357299805,0.06403508626595082,0.061576218970865584,0.0628056526184082
48,49,0.07001931256574351,0.06639168673235218,0.06820549964904785,0.06693907925598015,0.06047200015075814,0.06370553970336915
49,50,0.08835401238217046,0.06285853682742427,0.07560627460479737,0.07214875717605175,0.062062639994968756,0.06710569858551026
50,51,0.07586946218548579,0.06954164773883062,0.0727055549621582,0.07337785029581463,0.06463341450521075,0.06900563240051269
51,52,0.0998682815192024,0.0681453388573845,0.08400681018829345,0.09645730157899056,0.06535443166685904,0.0809058666229248
52,53,0.07817727532560592,0.07203510794465776,0.07510619163513184,0.0727298371490687,0.0682815440002233,0.070505690574646
53,54,0.09072103350121531,0.0662914767984673,0.0785062551498413,0.07436295905696835,0.06884921631229435,0.07160608768463135
54,55,0.0915046131975536,0.07490964766670422,0.0832071304321289,0.08377444543525242,0.07143757543877102,0.07760601043701172
55,56,0.0800383619864733,0.07577399686972788,0.07790617942810059,0.07647045828387082,0.07014166139081181,0.07330605983734131
56,57,0.09582007079269267,0.07859432549331807,0.08720719814300537,0.08031679080598794,0.07149714542753258,0.07590696811676026
57,58,0.09383751156805635,0.07937620875359892,0.08660686016082764,0.08061412601962599,0.07599364490017381,0.0783038854598999
58,59,0.11927275067280187,0.0629420339493905,0.09110739231109619,0.08313322489567136,0.07687916333369875,0.08000619411468506
59,60,0.10214769830794236,0.080066561793376,0.09110713005065918,0.10207905620716995,0.07253041416026168,0.08730473518371581
60,61,0.11535224491919396,0.09206476634179236,0.10370850563049316,0.1122646293871291,0.09235191724373028,0.10230827331542969
61,62,0.11715007580892388,0.09446644030435737,0.10580825805664062,0.11822422335020369,0.0883926551593178,0.10330843925476074
62,63,0.0977616042015485,0.08665407000804623,0.09220783710479737,0.08931130335810318,0.08110276295659409,0.08520703315734864
63,64,0.11842971381841977,0.08698715629876774,0.10270843505859376,0.09931066894435796,0.0849043521890649,0.09210751056671143
64,65,0.10520709939713081,0.09220858625655572,0.09870784282684326,0.09728851799915146,0.08752560133983779,0.09240705966949463
65,66,0.13091857988370673,0.10389854352937922,0.11740856170654297,0.11732889823318149,0.09488743134140348,0.10610816478729249
66,67,0.12619423941323588,0.09702281876852681,0.11160852909088134,0.11262295601353713,0.08939320685877732,0.10100808143615722
67,68,0.10889881832260172,0.09691649692398031,0.10290765762329102,0.0975674672962975,0.09084748784286265,0.09420747756958008
68,69,0.1087972824141073,0.10321868018660071,0.106007981300354,0.0963489245316048,0.09266727458033368,0.09450809955596924
69,70,0.11177340554255426,0.10264185858708443,0.10720763206481934,0.1000157147588653,0.09379989803410345,0.09690780639648437
70,71,0.11191519376314558,0.10630236986600482,0.1091087818145752,0.11488529303232678,0.09253257653554431,0.10370893478393554
71,72,0.12094737224128227,0.10127061672661325,0.11110899448394776,0.11466688279904744,0.10215206976137736,0.1084094762802124
72,73,0.12366601533363776,0.11235197477866692,0.11800899505615234,0.1190941551883581,0.10332281792565558,0.11120848655700684
73,74,0.14809116898083655,0.10512819709277185,0.1266096830368042,0.11594292365017811,0.10887416161593516,0.11240854263305664
74,75,0.12141571645045186,0.11380142565465066,0.11760857105255126,0.11103461111996948,0.10458347474123658,0.10780904293060303
75,76,0.12905012718626735,0.11816795714905982,0.12360904216766358,0.12259488842627095,0.11122345187524271,0.11690917015075683
76,77,0.12842134155206625,0.11559521041936928,0.12200827598571777,0.12838217159674398,0.10503667453362711,0.11670942306518554
77,78,0.1274681823220364,0.12215144467686495,0.12480981349945068,0.12270023872509357,0.11571948478564863,0.1192098617553711
78,79,0.13096959650532292,0.1260493034122796,0.12850944995880126,0.11709026503363547,0.11392818284234109,0.11550922393798828
79,80,0.15686115973567005,0.11476001984501844,0.13581058979034424,0.13069826838081294,0.11212099317009039,0.12140963077545167
80,81,0.14455116816142896,0.12186724118610524,0.1332092046737671,0.12167505944974609,0.11754384313814455,0.11960945129394532
81,82,0.13772488795206353,0.12949508465841011,0.13360998630523682,0.14143101125272306,0.11598943323580235,0.1287102222442627
82,83,0.16116431229124534,0.14225852019776836,0.15171141624450685,0.15458533613739653,0.13103678376616792,0.14281105995178223
83,84,0.16366479421850688,0.14035823320153706,0.15201151371002197,0.1416489938887915,0.12737242182165773,0.13451070785522462
84,85,0.14847307804641674,0.13914913531723072,0.14381110668182373,0.1515503617549457,0.11967003619427305,0.13561019897460938
85,86,0.16290023318070476,0.1395220995829671,0.15121116638183593,0.14991428952522,0.132508109995654,0.141211199760437
86,87,0.16015693237982842,0.14806636283196356,0.154111647605896,0.16652314441001692,0.13590038044655045,0.15121176242828369
87,88,0.1930427169086228,0.1583849812267532,0.175713849067688,0.17280219320830956,0.14462429757538184,0.1587132453918457
88,89,0.17291518956086716,0.14730981082060257,0.16011250019073486,0.14728347794155477,0.13813851340671185,0.1427109956741333
89,90,0.18645845832061672,0.14996722756195166,0.1682128429412842,0.1552622255544946,0.14256129892060304,0.14891176223754882
90,91,0.1978187990507041,0.14460769173298732,0.1712132453918457,0.16142814960244223,0.1475950876259513,0.15451161861419677
91,92,0.18663965607634816,0.1495858058834907,0.16811273097991944,0.15760754842350305,0.1484166691820878,0.15301210880279542
92,93,0.1943044824857111,0.16032150552088067,0.1773129940032959,0.15918952365307196,0.1538345680675091,0.15651204586029052
93,94,0.2096370493145352,0.15499050271793552,0.18231377601623536,0.18411527737017055,0.15231078998212436,0.16821303367614746
94,95,0.1798101878113538,0.16661610842277705,0.17321314811706542,0.17743604020155923,0.15438950224839193,0.16591277122497558
95,96,0.17853128901510412,0.17009580143899744,0.17431354522705078,0.17477412658755273,0.15765099090512305,0.1662125587463379
96,97,0.18687782252737647,0.17355022465279932,0.1802140235900879,0.1928060622771482,0.15702075046699243,0.1749134063720703
97,98,0.19328476082193904,0.1729434381831879,0.18311409950256347,0.17458005646761504,0.1658467223257199,0.17021338939666747
98,99,0.1913029582254709,0.1761278717763602,0.18371541500091554,0.17985002636568184,0.16517508387906912,0.17251255512237548
99,100,0.19951692834977802,0.17931174024458235,0.1894143342971802,0.18280550579715613,0.16822145839046596,0.17551348209381104
